iter	TotalF1	MultiClass
111	0.7999081028	0.5966153048
112	0.8000447326	0.5955068533
113	0.802120485	0.5928824474
114	0.805162265	0.5897389346
115	0.8084242098	0.5881660438
116	0.8093232659	0.5873252862
117	0.8105465673	0.5853567948
118	0.810601805	0.5836245609
119	0.80967583	0.5824967887
120	0.8077750881	0.5815923361
121	0.8078575064	0.5807301687
122	0.8089440804	0.5800648375
123	0.8135558574	0.57826161
124	0.8124739709	0.5773121848
125	0.8137207417	0.5748600855
126	0.8137757108	0.5746369877
127	0.813997737	0.572664772
128	0.8159882552	0.5710833549
129	0.817293373	0.5694600307
130	0.8182965433	0.5684625489
131	0.8193269957	0.5675098576
132	0.8181863605	0.5659850681
133	0.819409532	0.5643292678
134	0.8196576212	0.5637317045
135	0.8238292484	0.561856389
136	0.8241113397	0.5606587265
137	0.8242218034	0.5600160307
138	0.8243323338	0.5587294679
139	0.8243599095	0.5582106517
140	0.8254992219	0.5571684925
141	0.8256165757	0.5565862428
142	0.8257545212	0.5549067373
143	0.8308949718	0.5529188029
144	0.8332351996	0.5508014032
145	0.8333185987	0.5499363798
146	0.8336741008	0.5479625092
147	0.8326991106	0.5467485516
148	0.8315315891	0.5453709212
149	0.8337617738	0.5445961885
150	0.8326986568	0.5433637553
151	0.8328414122	0.5420619887
152	0.8342003524	0.5406955683
153	0.8343660022	0.5387669575
154	0.8343659278	0.5377285398
155	0.8345933424	0.5356110414
156	0.8344823626	0.5350416713
157	0.8355415422	0.5345705734
158	0.8377598928	0.5331428806
159	0.8377043741	0.5325964174
160	0.8377598928	0.5322620952
161	0.8389825992	0.5312024568
162	0.8392324736	0.5301070248
163	0.8382039457	0.5289880344
164	0.839224408	0.5277746857
165	0.8403342936	0.5272364035
166	0.841328961	0.5264671716
167	0.8384190294	0.5257322832
168	0.8382804377	0.5252227891
169	0.8393026507	0.5230724199
170	0.8393823905	0.5225415977
171	0.8427814154	0.5212474545
172	0.8447549361	0.5197079608
173	0.8447171828	0.5177666998
174	0.8458223842	0.5164773787
175	0.8457109598	0.5159773971
176	0.8447724742	0.5147155073
177	0.8457669051	0.5133984435
178	0.847916068	0.5114368007
179	0.8478882917	0.5108024078
180	0.8479441378	0.5099051675
181	0.8478885182	0.5091321415
182	0.8489480864	0.5075952554
183	0.8541202978	0.506409803
184	0.8543714288	0.5051219385
185	0.8544831488	0.5040339753
186	0.8565513595	0.5016471336
187	0.8568028656	0.5002072271
188	0.8568590706	0.4996046427
189	0.8581020233	0.4983955341
190	0.8592860176	0.4958289451
191	0.8592300063	0.4947752811
192	0.8614882021	0.4929318661
193	0.8616563662	0.4916916748
194	0.8636274235	0.489669909
195	0.8636827507	0.4882440178
196	0.864785412	0.4865347752
197	0.8649255001	0.4852889675
198	0.8650367199	0.4842774716
199	0.867967335	0.4817046187
200	0.8680240384	0.4806096986
201	0.8683043964	0.4785258256
202	0.8695161775	0.4758647374
203	0.8695998211	0.4746598417
204	0.8715453864	0.4733985105
205	0.8739126039	0.470789746
206	0.8752899848	0.4685812732
207	0.876360461	0.4672923959
208	0.8753207976	0.4661785165
209	0.8766416623	0.4648766301
210	0.8758529104	0.4638997144
211	0.8748118325	0.4621674527
212	0.8750675569	0.4596131824
213	0.8763327929	0.4573500203
214	0.8774598959	0.4553153487
215	0.8766145968	0.4534556304
216	0.8776279284	0.4523295006
217	0.8777120129	0.4500455169
218	0.8800161601	0.4475343826
219	0.8811109781	0.4465208637
220	0.8803809851	0.4450857955
221	0.880410616	0.4436235718
222	0.880494044	0.4427807745
223	0.8816724357	0.4418208457
224	0.8816448414	0.4411379825
225	0.88071911	0.4395865699
226	0.8806908514	0.4385301286
227	0.881056099	0.436958262
228	0.8824610475	0.4347296052
229	0.8824327722	0.4334549823
230	0.8847397076	0.4316640316
231	0.8869455214	0.4298525303
232	0.8859089185	0.429283512
233	0.8858543827	0.427578036
234	0.8861648638	0.4261343659
235	0.8861090597	0.4249478708
236	0.8861940912	0.4229896145
237	0.8863344634	0.4216265485
238	0.8876031627	0.4203659943
239	0.8876325791	0.4188553925
240	0.888721928	0.4171509211
241	0.8907683846	0.4153898394
242	0.8927197331	0.4134557653
243	0.8947307634	0.4127508922
244	0.8917102173	0.4117744695
245	0.8952102246	0.4099702906
246	0.8950630102	0.4083527112
247	0.8982593027	0.4068419501
248	0.8984287039	0.4054781388
249	0.8984875196	0.404768693
250	0.8985422076	0.4039983605
251	0.8965898012	0.4027193032
252	0.8968164646	0.4018934973
253	0.898880297	0.4005935466
254	0.8989355655	0.3993616568
255	0.8991304658	0.3977621231
256	0.9002464617	0.3966300443
257	0.9013620535	0.3945608768
258	0.9015332607	0.393519548
259	0.9047297956	0.3928687644
260	0.9057016603	0.392164308
261	0.9059004702	0.3913517417
262	0.9060122536	0.3904814377
263	0.906099245	0.3888950643
264	0.9052681305	0.3872763253
265	0.9054369638	0.3860667954
266	0.9074705243	0.3847075504
267	0.9086978636	0.3832123605
268	0.9117039544	0.3824234618
269	0.9119269037	0.3802200282
270	0.91192824	0.3792604441
271	0.9130205387	0.3777473962
272	0.914076541	0.3767820023
273	0.9139640368	0.3762123469
274	0.9140485853	0.3742774523
275	0.9149689122	0.3732156368
276	0.9149150064	0.371760769
277	0.9151427944	0.3699976432
278	0.9151148368	0.3689087073
279	0.9152253062	0.3677273198
280	0.9153657672	0.366714159
281	0.9152525889	0.3657378588
282	0.9153384879	0.3650458789
283	0.9153091797	0.3644061202
284	0.9164005107	0.3636652532
285	0.9165389857	0.3624276219
286	0.916454429	0.361738541
287	0.9156193601	0.360805746
288	0.915617354	0.3600479135
289	0.9167626773	0.3589083112
290	0.9169057582	0.3578822934
291	0.9169050972	0.356757324
292	0.9169596933	0.3555121551
293	0.9169603483	0.3545980747
294	0.9169330514	0.3537409154
295	0.9169909391	0.3522284131
296	0.9180249638	0.3511601027
297	0.9181094951	0.3502211709
298	0.9183318341	0.3488275263
299	0.9182765732	0.3480557542
300	0.9184462432	0.346922558
301	0.9184754983	0.346183839
302	0.9185580406	0.3449321111
303	0.9186990692	0.3435758302
304	0.9187289604	0.3429816912
305	0.9187575538	0.3422815916
306	0.9190142198	0.3410069825
307	0.9191824454	0.3397503268
308	0.9192071208	0.3384958438
309	0.9192922007	0.3374129376
310	0.9192396101	0.3368184706
311	0.9192961142	0.3359878993
312	0.9191837619	0.3348448124
313	0.9194091127	0.33391127
314	0.9195785859	0.3333072085
315	0.9195506719	0.3329352669
316	0.9196331039	0.3324948619
317	0.9197188055	0.3315693165
318	0.9198317548	0.3309581318
319	0.9198888813	0.3303550142
320	0.9200874892	0.328801105
321	0.9200310307	0.3282483972
322	0.9200323565	0.3272685804
323	0.9200888151	0.3266967847
324	0.920116048	0.326044745
325	0.9215150229	0.3251321976
326	0.9214858229	0.3240966471
327	0.921681752	0.3228795923
328	0.9217362617	0.3224872181
329	0.9218789367	0.3212939353
330	0.9219061853	0.3204006898
331	0.9229962945	0.3196499239
332	0.9221882606	0.3184404285
333	0.9222738311	0.3177681362
334	0.9223023541	0.3169602684
335	0.9222770766	0.3162118917
336	0.9224721875	0.3155925303
337	0.9248000528	0.3143158484
338	0.9238057558	0.3139211525
339	0.9249679915	0.3130748272
340	0.9248836693	0.3126208326
341	0.924770755	0.3122747585
342	0.9248014841	0.3113558186
343	0.9250801746	0.3104984833
344	0.9251630718	0.3098501839
345	0.9252181064	0.3085644051
346	0.9263059771	0.3082196876
347	0.9263345465	0.3078133416
348	0.9273651418	0.3067936061
349	0.9294467408	0.3056756622
350	0.9306211209	0.3046480013
351	0.9307605796	0.3036134755
352	0.9309013912	0.3029046052
353	0.9309877864	0.3022313082
354	0.9311278779	0.3013045792
355	0.9312679534	0.3004465027
356	0.931408693	0.2991142539
357	0.9315222248	0.2983186822
358	0.9317703543	0.2969852432
359	0.9318559624	0.295886936
360	0.9319130332	0.2951179076
361	0.9320238194	0.294439972
362	0.9319422415	0.2938558903
363	0.9320563829	0.2933066065
364	0.9322228429	0.2926424339
365	0.9321664601	0.2919354737
366	0.9322513687	0.2911741366
367	0.9332307832	0.2907774417
368	0.932252716	0.2902454545
369	0.9334549873	0.289082873
370	0.9344044539	0.2880224848
371	0.9346286798	0.2870304606
372	0.9347122577	0.2858791807
373	0.9338475704	0.2850386938
374	0.9348826999	0.2841519574
375	0.9351055051	0.283256839
376	0.9361768786	0.2826905597
377	0.9362903462	0.2816019343
378	0.936178946	0.2808516229
379	0.9362652699	0.279627605
380	0.936460874	0.2790516146
381	0.9366293008	0.2786042368
382	0.9366571393	0.2783222103
383	0.9365444002	0.2776662696
384	0.9367684903	0.2770042114
385	0.936743416	0.276168754
386	0.9367155824	0.2749537977
387	0.9367747441	0.2742307734
388	0.9368289998	0.2736494439
389	0.9368596336	0.2731671427
390	0.9368860544	0.2727195043
391	0.9370544028	0.2719267042
392	0.937055102	0.2713633057
393	0.9370558033	0.2705517827
394	0.9372512398	0.2698513621
395	0.9373632036	0.2688681262
396	0.9375029698	0.2681140818
397	0.9373903257	0.2670406485
398	0.9375029698	0.266583172
399	0.9375307829	0.265988653
400	0.9377004134	0.2653953106
401	0.9377560269	0.2651205989
402	0.937784525	0.2647003682
403	0.9377581115	0.2640538077
404	0.9380375111	0.2632613816
405	0.93786863	0.2628058315
406	0.9390693416	0.2621114191
407	0.9390137289	0.2616048103
408	0.9390700289	0.2611334844
409	0.9390137289	0.2606112248
410	0.9391555078	0.2598694323
411	0.9394613019	0.259044414
412	0.9404660216	0.2580906524
413	0.9404646701	0.2572091465
414	0.939459945	0.2568716495
415	0.9404368634	0.2564750141
416	0.939457925	0.2561413639
417	0.9404626581	0.2557402087
418	0.9406619916	0.2552315954
419	0.940634868	0.2550182943
420	0.9410016247	0.2540701939
421	0.9410843093	0.2536541652
422	0.9411127735	0.2531036529
423	0.9411127735	0.2527022062
424	0.9412225747	0.2520062123
425	0.9412788173	0.2516453453
426	0.9414475265	0.2511682287
427	0.9414475265	0.2509824135
428	0.9415037566	0.2505105967
429	0.9426204135	0.2499116288
430	0.9435941423	0.2494582005
431	0.9435954531	0.2489556771
432	0.9436523543	0.2485141382
433	0.9435107549	0.2480410676
434	0.9435676596	0.2473446243
435	0.9437072787	0.2468309299
436	0.9437059717	0.2460528472
437	0.9447405147	0.2454232144
438	0.9448530009	0.2448339155
439	0.9449357279	0.2444244642
440	0.9450494946	0.243545698
441	0.9441279927	0.2430031293
442	0.9440737447	0.2426531324
443	0.9442417252	0.2422808332
444	0.9453577281	0.2419077085
445	0.9453855084	0.2413842688
446	0.9454139381	0.2409860011
447	0.9465028129	0.2404933033
448	0.9486991315	0.2400923441
449	0.94852916	0.2395547497
450	0.9485853896	0.2391479889
451	0.948865847	0.2382217813
452	0.9489485626	0.2377896308
453	0.949118449	0.237185981
454	0.9502674237	0.2367313115
455	0.9503223448	0.2364248892
456	0.9502932944	0.2359328454
457	0.9502914042	0.2354336613
458	0.9504044206	0.2349838692
459	0.9504334619	0.2342844393
460	0.9504063174	0.2339547894
461	0.9504928371	0.233694625
462	0.9503791766	0.2328750386
463	0.9504637819	0.2324628672
464	0.9504631434	0.2320417344
465	0.9505767926	0.2317785762
466	0.9506026499	0.2313497388
467	0.9516380288	0.2306302384
468	0.9518324749	0.2302252385
469	0.9518911552	0.2296525708
470	0.9520855473	0.2291498005
471	0.9521688537	0.2287119469
472	0.9521694753	0.2279670438
473	0.9522275083	0.2275605277
474	0.9522836611	0.2270507098
475	0.952341707	0.226452507
476	0.953266141	0.2258224882
477	0.9533235732	0.2251804501
478	0.9534623704	0.2247591
479	0.9536301756	0.2242125146
480	0.9536863151	0.2239255893
481	0.9536850565	0.2236130468
482	0.9538522051	0.2233716528
483	0.9539644554	0.2228652913
484	0.9540766932	0.2222789401
485	0.9540773178	0.2217904455
486	0.9541056884	0.2210996369
487	0.9542166613	0.220695112
488	0.9532081626	0.220021632
489	0.9533197317	0.2196017938
490	0.9544416922	0.2191820441
491	0.9544139567	0.2186424335
492	0.9544681835	0.218305647
493	0.9546352151	0.2177561377
494	0.954635832	0.2174953442
495	0.954690683	0.217077605
496	0.9546919149	0.2166173007
497	0.9548317998	0.2163282837
498	0.9548872556	0.2162038898
499	0.9548022262	0.2158933116
500	0.9549149831	0.215368285
501	0.9550542263	0.2150254782
502	0.954998776	0.2148791711
503	0.9550000065	0.2146678903
504	0.9550554529	0.2142809259
505	0.9553338821	0.2135816026
506	0.9552230078	0.2131044298
507	0.9554459669	0.212728577
508	0.955638763	0.2122833722
509	0.9556116485	0.2119730272
510	0.9557231014	0.2116506647
511	0.9558068338	0.2114706197
512	0.955888776	0.2109281944
513	0.9560562141	0.2105012009
514	0.9561965119	0.2100883629
515	0.9561965119	0.2097106786
516	0.956193584	0.2091940484
517	0.9562778665	0.208943706
518	0.9563621428	0.2085671534
519	0.9566408821	0.2081585804
520	0.9566968531	0.2075603758
521	0.9566968531	0.2071580896
522	0.9565854879	0.2067466511
523	0.9577352108	0.2061711635
524	0.9576220934	0.2057041177
525	0.9586598912	0.205400903
526	0.958743003	0.2049568774
527	0.9588266864	0.2047163686
528	0.959919382	0.204235248
529	0.960872467	0.2039299407
530	0.9610381604	0.203506731
531	0.9600567695	0.2032433966
532	0.9600850377	0.2029682937
533	0.9601704094	0.2025667911
534	0.9601698408	0.2020052247
535	0.9612360606	0.2014552843
536	0.9612914613	0.2011029951
537	0.9603919911	0.2009126061
538	0.960419128	0.2005602132
539	0.9604473837	0.2001889555
540	0.9605576111	0.1998098542
541	0.9607243303	0.1995036457
542	0.9607243303	0.1993866458
543	0.960752573	0.1991186705
544	0.9606406977	0.1988075675
545	0.9608079565	0.1984570431
546	0.9609203631	0.1979518586
547	0.9609192657	0.1975708682
548	0.9621782577	0.1971916429
549	0.9620674948	0.1968139386
550	0.9620126567	0.1964037186
551	0.962096272	0.1962374853
552	0.9611711725	0.1958657544
553	0.9611994022	0.1957446949
554	0.9622352546	0.1954916215
555	0.9623188534	0.1951475343
556	0.9625137127	0.1948997324
557	0.9625701505	0.1947154049
558	0.9624871144	0.194310388
559	0.9624583504	0.1939591409
560	0.9625983692	0.1935241521
561	0.9627655015	0.1929711558
562	0.9627106968	0.192313468
563	0.9627389133	0.1920623244
564	0.9630156165	0.1917113203
565	0.9629597423	0.1913867019
566	0.9630161522	0.191067558
567	0.9630161522	0.1906457221
568	0.9631826869	0.19024151
569	0.9641362641	0.1899964925
570	0.9631816255	0.1897070657
571	0.9632651531	0.1894797976
572	0.9642746155	0.1892584775
573	0.9644140064	0.1890250971
574	0.963459851	0.1886090213
575	0.9634337757	0.1882861566
576	0.9636013117	0.1879081416
577	0.9637395802	0.1875813843
578	0.9638512405	0.1870660951
579	0.9640463537	0.1867075228
580	0.9641016434	0.1863702703
581	0.9640734744	0.1862186617
582	0.9641856229	0.1859604146
583	0.9651946702	0.185564925
584	0.9652233626	0.1853706651
585	0.9652781291	0.1850878948
586	0.9653887069	0.1846633463
587	0.965360546	0.1844967234
588	0.9654158359	0.184360757
589	0.9654997944	0.1840705957
590	0.9655561075	0.183925362
591	0.9656385115	0.1836953701
592	0.9657495767	0.1833677754
593	0.9657511158	0.1830808287
594	0.965862165	0.182803248
595	0.965862165	0.1824693352
596	0.9658897974	0.1821739862
597	0.9658345324	0.1820253726
598	0.9659726929	0.1816575993
599	0.9660023774	0.1814032474
600	0.9660300045	0.1810984281
601	0.9661686483	0.1809157498
602	0.9662515211	0.1806658424
603	0.966360505	0.1803675396
604	0.9661118615	0.1798763163
605	0.9662776261	0.1793347799
606	0.966360505	0.1789016499
607	0.9664147643	0.1787012364
608	0.9665810135	0.1784709193
609	0.9667734206	0.1779836915
610	0.966746276	0.1777512819
611	0.9668305938	0.1772244756
612	0.966802973	0.1767487891
613	0.9668586994	0.1764987479
614	0.9668586994	0.1763060986
615	0.9669425267	0.1760292973
616	0.9669706304	0.1758991532
617	0.9679740433	0.1754938373
618	0.9670268373	0.1752589453
619	0.9670273287	0.1749610844
620	0.9670268373	0.1747515673
621	0.9681131706	0.1744593537
622	0.9679756386	0.1741163921
623	0.9681131706	0.1738287203
624	0.9682236189	0.1732669238
625	0.9682512304	0.1729746541
626	0.968363239	0.1728566895
627	0.9683069743	0.1725916555
628	0.968334584	0.1723535772
629	0.9674138713	0.1719599205
630	0.9676080713	0.1717223747
631	0.9676375896	0.1713912571
632	0.9677489508	0.1711875694
633	0.9677494345	0.1709830603
634	0.9677203899	0.1706242906
635	0.967775589	0.1701449026
636	0.9687793771	0.1698860151
637	0.9687798962	0.1697230935
638	0.9689184025	0.169463947
639	0.9688616612	0.1692375953
640	0.9689449708	0.1690568728
641	0.96894446	0.1689506297
642	0.9688887502	0.1685667487
643	0.968834576	0.1682055141
644	0.9690293004	0.1678447504
645	0.9691391664	0.1675823872
646	0.9691115717	0.1673213492
647	0.9683027194	0.1669732588
648	0.9693067575	0.1666440218
649	0.9692796816	0.1664347617
650	0.9693067575	0.1662594893
651	0.9693348577	0.1660374043
652	0.9693343465	0.1658346487
653	0.9693624454	0.1656121971
654	0.9693624454	0.1653815602
655	0.9694733021	0.1650816549
656	0.9695575861	0.1648888103
657	0.9696122399	0.1646534394
658	0.9696679117	0.1642894774
659	0.9697802679	0.1639175318
660	0.9698354193	0.1636681612
661	0.9698640182	0.1634161568
662	0.9699748201	0.1632463085
663	0.9699186534	0.1630375827
664	0.9698354193	0.1627101824
665	0.969835931	0.1624910196
666	0.9699191642	0.1623026998
667	0.9698915913	0.1620573459
668	0.9699743093	0.1617998458
669	0.9700013737	0.1615364888
670	0.9701106633	0.1612098842
671	0.970083089	0.1610538513
672	0.9702214538	0.1605829566
673	0.9703031872	0.1603355046
674	0.9703312499	0.1600101427
675	0.9704425143	0.159854152
676	0.9704425143	0.159575849
677	0.9703327301	0.1594403926
678	0.9704715611	0.1592778258
679	0.9704434992	0.1590227596
680	0.9703598048	0.158764012
681	0.9704159316	0.1583568349
682	0.9705271876	0.1581187076
683	0.9705276843	0.1579479556
684	0.970526693	0.1576261792
685	0.9706394278	0.1572202505
686	0.9706379374	0.1570390678
687	0.9706650085	0.1568224042
688	0.9706659938	0.1565507854
689	0.9707211165	0.156317055
690	0.9707491702	0.1561299751
691	0.9708323406	0.1558750189
692	0.9708894364	0.1556670332
693	0.9709455418	0.1554009173
694	0.9710006437	0.1551426548
695	0.9710006437	0.1549582808
696	0.9710542625	0.1547542849
697	0.971027202	0.1545275082
698	0.9711098587	0.1543455018
699	0.9713027167	0.1539140488
700	0.9713853669	0.1537035636
701	0.9713858487	0.153406485
702	0.9714694576	0.1531810275
703	0.9714970035	0.152952004
704	0.9714694576	0.1528524271
705	0.9715520947	0.152608145
706	0.9715525766	0.1523628493
707	0.9714974875	0.1521658787
708	0.9714704297	0.1520014869
709	0.9715796399	0.1518960829
710	0.972645396	0.1514110543
711	0.9726468605	0.1512703911
712	0.9726193197	0.1511196458
713	0.9727014532	0.1508642599
714	0.9726463702	0.1506912133
715	0.9727555692	0.1505450666
716	0.972783112	0.1503689488
717	0.9728111345	0.1501691575
718	0.9728116165	0.149946561
719	0.9728666969	0.1497569677
720	0.9730870098	0.1494618512
721	0.9731145479	0.1492350653
722	0.9732251672	0.1490353619
723	0.9733087124	0.1489146095
724	0.9733357769	0.1487374619
725	0.9733637789	0.1485771179
726	0.9733637789	0.1483794634
727	0.9733087124	0.1481413359
728	0.9733087124	0.1480047738
729	0.9733637789	0.1476112957
730	0.9733367167	0.1474471939
731	0.9733096585	0.1471819446
732	0.9733917808	0.1470259381
733	0.9735569679	0.1467135053
734	0.9736124914	0.1464749402
735	0.9736400204	0.1461668079
736	0.973723067	0.1459165693
737	0.973723995	0.1457913527
738	0.9737519862	0.1456403203
739	0.9739451099	0.1454775893
740	0.9739180525	0.145285597
741	0.9740285956	0.1451408593
742	0.9740001525	0.1448151327
743	0.9740827148	0.144513487
744	0.9742203146	0.144174695
745	0.9742203146	0.1439064583
746	0.9742478339	0.1437736109
747	0.9744129458	0.143602104
748	0.9743579093	0.1433529751
749	0.9743854276	0.1432697471
750	0.9744688707	0.1430513776
751	0.9744688707	0.14297482
752	0.974468425	0.1427422383
753	0.9745514165	0.1424071323
754	0.9746339605	0.1420218502
755	0.974633521	0.1418596352
756	0.9746610363	0.1417223862
757	0.9746885514	0.1416513713
758	0.9747160664	0.1415766646
759	0.9746610363	0.1413010555
760	0.9747715299	0.1409495937
761	0.9748820142	0.1407575943
762	0.9748820142	0.1405707208
763	0.9748269907	0.1404355513
764	0.974964548	0.1402564139
765	0.9749374693	0.1400582412
766	0.9749374693	0.1398892447
767	0.9749374693	0.1397544354
768	0.9749924892	0.1396253693
769	0.9749654128	0.1393742783
770	0.9750204302	0.1390590481
771	0.9751300355	0.1388989392
772	0.9752129851	0.1387725271
773	0.975240069	0.1386412107
774	0.9752409174	0.1384477154
775	0.9752688495	0.1382350943
776	0.9753788668	0.1379469103
777	0.9754072193	0.1377102061
778	0.9754897234	0.137513046
779	0.9755180733	0.1373299004
780	0.9756018488	0.137120435
781	0.9755459986	0.1368637963
782	0.9756564121	0.1365677197
783	0.9757668164	0.1362179012
784	0.9758222266	0.1360065706
785	0.975821804	0.1358077225
786	0.9759042841	0.1355830194
787	0.9759038668	0.1354777963
788	0.9759588546	0.1353038294
789	0.9759313608	0.1352488325
790	0.9759863483	0.1351357276
791	0.9759867625	0.1350496071
792	0.9760134306	0.1347654129
793	0.9761517143	0.1344631713
794	0.9761521244	0.1343399765
795	0.9761517143	0.1342573451
796	0.9761242228	0.1341732218
797	0.9761796147	0.1340352136
798	0.9760692392	0.1338446416
799	0.9761796147	0.1337534884
800	0.9761804393	0.1336133021
801	0.9762079273	0.1335328664
802	0.9762629028	0.1332891823
803	0.976207515	0.133121032
804	0.9762345947	0.1329394762
805	0.9762350039	0.1328174083
806	0.9762624926	0.1325720519
807	0.9763728515	0.1324574602
808	0.9764007455	0.1323876064
809	0.976428231	0.132265718
810	0.9764561235	0.1321357733
811	0.9764565329	0.1319942258
812	0.976428231	0.1318661652
813	0.9763728515	0.1317109595
814	0.9764286392	0.1316004682
815	0.976428231	0.1315156884
816	0.9764553112	0.1313515875
817	0.9764557163	0.131296891
818	0.9765102834	0.1311106867
819	0.9764549082	0.1310019019
820	0.9764549082	0.1308840963
821	0.9765919468	0.1307568265
822	0.9767038739	0.1305487867
823	0.9767317565	0.1303260428
824	0.9767875211	0.130120792
825	0.976732565	0.1299659933
826	0.9767309564	0.1297337079
827	0.9767309564	0.1296254141
828	0.9768699539	0.1293840583
829	0.9779074307	0.1292781159
830	0.9778512682	0.129152723
831	0.9778795496	0.1289816116
832	0.977796708	0.1288489766
833	0.9778237871	0.1286160379
834	0.9778795496	0.128553994
835	0.9779349082	0.1283969672
836	0.9779898626	0.1283181459
837	0.9779623855	0.1282069328
838	0.9779623855	0.1280982088
839	0.977990264	0.1279136238
840	0.9780173396	0.1277842716
841	0.9779623855	0.1275443194
842	0.9781276418	0.127377696
843	0.9781268515	0.1271933721
844	0.9782096732	0.1270990574
845	0.9781272456	0.1270153991
846	0.9781825916	0.126771171
847	0.9782658034	0.1266145085
848	0.9783211425	0.1265352714
849	0.9783207472	0.1264233969
850	0.9783207472	0.1262578508
851	0.9784039482	0.126104373
852	0.9784306329	0.1259721809
853	0.9784581038	0.1258570386
854	0.9784859637	0.1257158935
855	0.9784581038	0.1255103787
856	0.9784306329	0.1253519239
857	0.9784851877	0.1251911061
858	0.9784577159	0.1250663789
859	0.9786233098	0.12485735
860	0.9787064832	0.1246373219
861	0.9787606515	0.12447799
862	0.9787606515	0.124359371
863	0.978788499	0.1242441082
864	0.9788701472	0.12406067
865	0.9788983644	0.1238470009
866	0.9789529225	0.1237164938
867	0.979036816	0.1235707947
868	0.9790917397	0.1234418389
869	0.9790089762	0.123317583
870	0.979036816	0.1230989741
871	0.9790921165	0.123005671
872	0.9791462901	0.1228241816
873	0.9791462901	0.1227673891
874	0.9791741239	0.1225791529
875	0.9791741239	0.122464684
876	0.9791744976	0.1222413118
877	0.9791744976	0.1221536867
878	0.979230167	0.1220274415
879	0.9792580015	0.1218501787
880	0.9793136702	0.1216622708
881	0.9792854579	0.1215319731
882	0.9793407461	0.1214673143
883	0.9793407461	0.1214315845
884	0.9794516925	0.1212844316
